Balkrishna Industries Ltd.,AUTOMOBILE,BALKRISIND,EQ,INE787D01026,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Balkrishna Industries Ltd.','AUTOMOBILE','BALKRISIND','EQ','INE787D01026');",
Ballarpur Industries Ltd.,PAPER,BALLARPUR,EQ,INE294A01037,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Ballarpur Industries Ltd.','PAPER','BALLARPUR','EQ','INE294A01037');",
Balmer Lawrie & Co. Ltd.,SERVICES,BALMLAWRIE,EQ,INE164A01016,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Balmer Lawrie & Co. Ltd.','SERVICES','BALMLAWRIE','EQ','INE164A01016');",
Balrampur Chini Mills Ltd.,CONSUMER GOODS,BALRAMCHIN,EQ,INE119A01028,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Balrampur Chini Mills Ltd.','CONSUMER GOODS','BALRAMCHIN','EQ','INE119A01028');",
Bank of Baroda,FINANCIAL SERVICES,BANKBARODA,EQ,INE028A01039,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Bank of Baroda','FINANCIAL SERVICES','BANKBARODA','EQ','INE028A01039');",
Bank of India,FINANCIAL SERVICES,BANKINDIA,EQ,INE084A01016,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Bank of India','FINANCIAL SERVICES','BANKINDIA','EQ','INE084A01016');",
Bata India Ltd.,CONSUMER GOODS,BATAINDIA,EQ,INE176A01028,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Bata India Ltd.','CONSUMER GOODS','BATAINDIA','EQ','INE176A01028');",
Berger Paints India Ltd.,CONSUMER GOODS,BERGEPAINT,EQ,INE463A01038,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Berger Paints India Ltd.','CONSUMER GOODS','BERGEPAINT','EQ','INE463A01038');",
Bharat Dynamics Ltd.,INDUSTRIAL MANUFACTURING,BDL,EQ,INE171Z01018,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Bharat Dynamics Ltd.','INDUSTRIAL MANUFACTURING','BDL','EQ','INE171Z01018');",
Bharat Electronics Ltd.,INDUSTRIAL MANUFACTURING,BEL,EQ,INE263A01024,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Bharat Electronics Ltd.','INDUSTRIAL MANUFACTURING','BEL','EQ','INE263A01024');",
